"Статус сверки";"Артикул";"Номенклатура Excel";"Номенклатура 1С";"Единица Excel";"Единица 1С";"Тип Excel";"Вид номенклатуры 1С";"Тип номенклатуры 1С";"Плановая цена Excel";"Плановая цена 1С";"Дата цены 1С";"Ассортимент Excel";"Ассортимент 1С";"Группировка бренда Excel";"Группировка бренда 1С"
"OK";"SKIN022";"SKINJESTIQUE Пенка с кислотами, 150 мл";"SKINJESTIQUE Пенка с кислотами, 150 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"64.900000000000006";"64,9";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"19LAB002";"19LAB professional Гидрофильное масло для умывания с витамином Е для всех типов кожи, 150 мл";"19LAB professional Гидрофильное масло для умывания с витамином Е для всех типов кожи, 150 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"77.66";"77,66";"2025-08-27T15:57:39";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"LAB001";"19LAB Крем-спрей, 200 мл";"19LAB Крем-спрей, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"42.15";"42,15";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"19LAB003";"19LAB Шампунь корректор цвета, 250 мл";"19LAB Шампунь корректор цвета, 250 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"51.54";"51,54";"2025-08-27T15:57:39";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"2M004";"2MOOD Антицеллюлитное масло для тела, 150 мл";"2MOOD Антицеллюлитное масло для тела, 150 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"2M001";"2MOOD Антицеллюлитный скраб LIKE A DIAMOND, 300 мл";"2MOOD Антицеллюлитный скраб LIKE A DIAMOND, 300 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"2M002";"2MOOD Баттер для тела Манго, 300 мл";"2MOOD Баттер для тела Манго, 300 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"2M006";"2MOOD Кондиционердля защиты и блеска волос GLOWFY, 300 мл";"2MOOD Кондиционердля защиты и блеска волос GLOWFY, 300 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"2M005";"2MOOD Маска для защиты и блеска волос GLOWFY, 300 мл";"2MOOD Маска для защиты и блеска волос GLOWFY, 300 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"2M003";"2MOOD Увлажняющий крем для тела EASY CARE, 300 мл";"2MOOD Увлажняющий крем для тела EASY CARE, 300 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"2M007";"2MOOD Шампунь для защиты и блеска волос GLOWFY, 300 мл";"2MOOD Шампунь для защиты и блеска волос GLOWFY, 300 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"ING005";"305 by Miami Stylists Дисциплинирующий спрей для волос, 200 мл";"305 by Miami Stylists Дисциплинирующий спрей для волос, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"Не найдено в 1С";"ING001";"305 by Miami Stylists Мусс для душа «Мягкое прикосновение» SOFT TOUCH, 400 мл";"";"шт";"";"Готовая продукция";"";"";"";;"";"ВЫВЕДЕНО";"";"СТМ";""
"OK";"ING002";"305 by Miami Stylists Несмываемый спрей для гладкости и блеска волосREPAIR BOOSTER, 200 мл";"305 by Miami Stylists Несмываемый спрей для гладкости и блеска волосREPAIR BOOSTER, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"ING003";"305 by Miami Stylists Спрей для прикорневого объема волос и текстуры VOLUME BOOSTER, 200 мл";"305 by Miami Stylists Спрей для прикорневого объема волос и текстуры VOLUME BOOSTER, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"Не найдено в 1С";"ING004";"305 by Miami Stylists Спрей текстурирующий с морской солью SEA SALT SPRAY, 200 мл";"";"шт";"";"Готовая продукция";"";"";"";;"";"ВЫВЕДЕНО";"";"СТМ";""
"OK";"ING007";"305 Miami SPA Cолевой скраб для тела Скульптор, 250 мл/Sculpture Body Epsom Salt Lifting Scrub";"305 Miami SPA Cолевой скраб для тела Скульптор, 250 мл/Sculpture Body Epsom Salt Lifting Scrub";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"REPTC7";"305 Miami SPA Крем-спрей для волос с маслом авокадо и пантенолом 200 мл/305 Miami SPA Repair booster termo cream, 200 ml";"305 Miami SPA Крем-спрей для волос с маслом авокадо и пантенолом 200 мл/305 Miami SPA Repair booster termo cream, 200 ml";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"37.619999999999997";"37,62";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"NCBL9";"305 Miami SPA Лосьон для тела питательный, 250 мл/305 Miami SPA Nutrition body relax lotion";"305 Miami SPA Лосьон для тела питательный, 250 мл/305 Miami SPA Nutrition body relax lotion";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"42.88";"42,88";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"RELF6";"305 Miami SPA Пенка для умывания, 160 мл";"305 Miami SPA Пенка для умывания, 160 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"НОВИНКА";"НОВИНКА";"СТМ";"СТМ"
"OK";"ING008";"305 Miami SPA Питательный баттер для тела, 250 мл/Nutrition care Body Butter";"305 Miami SPA Питательный баттер для тела, 250 мл/Nutrition care Body Butter";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"63.84";"63,84";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"ING006";"305 Miami SPA Солевой скраб для тела Тонизирующий , 250 мл/Tonic Body Epson Salt Scrub";"305 Miami SPA Солевой скраб для тела Тонизирующий , 250 мл/Tonic Body Epson Salt Scrub";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"RELT7";"305 Miami SPA Тоник для лица, 200 мл";"305 Miami SPA Тоник для лица, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"НОВИНКА";"НОВИНКА";"СТМ";"СТМ"
"OK";"DMBLM9";"305 Miami SPA Увлажняющее молочко-лифтинг для тела, 250 мл/ 305 Miami SPA Deep moisture body lifting mil";"305 Miami SPA Увлажняющее молочко-лифтинг для тела, 250 мл/ 305 Miami SPA Deep moisture body lifting mil";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"44.22";"44,22";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"ING009";"305 Miami SPA Увлажняющий баттер для тела, 250 мл/Deep Moisture Body Butter";"305 Miami SPA Увлажняющий баттер для тела, 250 мл/Deep Moisture Body Butter";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"66.02";"66,02";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"Z2595";"4FRESH Крем ББ-крем Зейтун №1 светлый";"4FRESH Крем ББ-крем Зейтун №1 светлый";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z2596";"4FRESH Крем ББ-крем Зейтун №2 нейтральный";"4FRESH Крем ББ-крем Зейтун №2 нейтральный";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z2597";"4FRESH Крем ББ-крем Зейтун №3 темный";"4FRESH Крем ББ-крем Зейтун №3 темный";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z2598";"4FRESH Пудра рассыпчатая №1 (светлая) минеральная, натуральная";"4FRESH Пудра рассыпчатая №1 (светлая) минеральная, натуральная";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z2599";"4FRESH Пудра рассыпчатая №2 (нейтральная) минеральная, натуральная";"4FRESH Пудра рассыпчатая №2 (нейтральная) минеральная, натуральная";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z2600";"4FRESH Пудра рассыпчатая №3 (темная) минеральная, натуральная";"4FRESH Пудра рассыпчатая №3 (темная) минеральная, натуральная";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"ZWAQ002";"A, ZEITUN Гель для душа ""Ритуал увлажнения"". С голубым лотосом и минералами Мертвого моря, 250 мл.";"A, ZEITUN Гель для душа ""Ритуал увлажнения"". С голубым лотосом и минералами Мертвого моря, 250 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";"0";"2021-09-10T12:49:02";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"FACT900126";"AFT&FACT Увлажняющая сыворотка для лица с экстрактом центеллы азиатской 5% 30 мл";"AFT&FACT Увлажняющая сыворотка для лица с экстрактом центеллы азиатской 5% 30 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"33.58";"33,58";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"AIR001";"Air in the hair Сухой шампунь“Air dust”, 60 мл";"Air in the hair Сухой шампунь“Air dust”, 60 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"46.26";"46,26";"2025-12-17T16:23:50";"НОВИНКА";"НОВИНКА";"СТМ";"СТМ"
"OK";"ALMAZ001";"ALMAZ Шампунь очищающий Птичка, 5 л";"ALMAZ Шампунь очищающий Птичка, 5 л";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"FRANK001";"ALORIAL PREMIUM COSMETIC Гидрофильное масло, 110 мл";"ALORIAL PREMIUM COSMETIC Гидрофильное масло, 110 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"ANFL007";"ANFLEURAGE Amour Cassis & Champagne shower gel 250 ml";"ANFLEURAGE Amour Cassis & Champagne shower gel 250 ml";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"77.91";"77,91";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"ANFL001";"ANFLEURAGE FLEUR D’EGO body cream 200 ml";"ANFLEURAGE FLEUR D’EGO body cream 200 ml";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"121.1";"121,1";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"ANFL005";"ANFLEURAGE FLEUR D’EGO shower gel 250 ml";"ANFLEURAGE FLEUR D’EGO shower gel 250 ml";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"80.459999999999994";"80,46";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"ANFL002";"ANFLEURAGE Rumwood & Velour body cream 200 ml";"ANFLEURAGE Rumwood & Velour body cream 200 ml";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"115.07";"115,07";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"ANFL006";"ANFLEURAGE Runwood & Velour shower gel 250 ml";"ANFLEURAGE Runwood & Velour shower gel 250 ml";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"82.34";"82,34";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"ANFL003";"ANFLEURAGE Sage & Sea Symphony body cream 200 ml";"ANFLEURAGE Sage & Sea Symphony body cream 200 ml";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"115.74";"115,74";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"ANFL004";"ANFLEURAGEAmour Cassis & Champagne body cream 200 ml";"ANFLEURAGEAmour Cassis & Champagne body cream 200 ml";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"113.86";"113,86";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"DEPO001";"ANSTEIN DEGREE OF MOOD  Праймер для лица выравнивающий, 30 мл";"ANSTEIN DEGREE OF MOOD  Праймер для лица выравнивающий, 30 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"142.88";"142,88";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"DEPO002";"ANSTEIN DEGREE OF MOOD Фиксатор для макияжа, 150 мл";"ANSTEIN DEGREE OF MOOD Фиксатор для макияжа, 150 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"79.56";"79,56";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"DEPO003";"ANSTEIN DEGREE OF MOOD Фиксатор макияжа охлаждающий, 150 мл";"ANSTEIN DEGREE OF MOOD Фиксатор макияжа охлаждающий, 150 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"67.84";"67,84";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"AN004";"ANUKA Collagen booster Дневной крем для лица Collagen booster. Для всех типов кожи, 50 мл";"ANUKA Collagen booster Дневной крем для лица Collagen booster. Для всех типов кожи, 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"46.14";"46,14";"2025-08-27T15:57:39";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"AN006";"ANUKA Collagen booster Сыворотка для лица Восстановление коллагена и глубокое увлажнение,30 мл";"ANUKA Collagen booster Сыворотка для лица Восстановление коллагена и глубокое увлажнение,30 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"71.31";"71,31";"2025-08-27T15:57:39";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"AN005";"ANUKA Hyaluron Active Сыворотка для лица Ультраувлажнение,30 мл";"ANUKA Hyaluron Active Сыворотка для лица Ультраувлажнение,30 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"64.53";"64,53";"2025-08-27T15:57:39";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"AN0028";"ANUKA Skin Balance Сыворотка с цинком и центеллой, 30 мл";"ANUKA Skin Balance Сыворотка с цинком и центеллой, 30 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"AN0029";"ANUKA Vino. ANTI-AGE Сыворотка дневная, 30 мл";"ANUKA Vino. ANTI-AGE Сыворотка дневная, 30 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"11.32";"11,32";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"AN0027";"ANUKA Vino. ANTI-AGE Тоник Увлажняющий на основе виноградной воды, 200 мл";"ANUKA Vino. ANTI-AGE Тоник Увлажняющий на основе виноградной воды, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"22.68";"22,68";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"AN0030";"ANUKA Vino. HYDRA DETOX Тоник нейтральный Увлажняющий, 200 мл";"ANUKA Vino. HYDRA DETOX Тоник нейтральный Увлажняющий, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"AN024";"ANUKA Vino. Гель для душа Древесный бренди, 400 мл";"ANUKA Vino. Гель для душа Древесный бренди, 400 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"33.17";"33,17";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"AN025";"ANUKA Vino. Гель для душа Искры розе, 400 мл";"ANUKA Vino. Гель для душа Искры розе, 400 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"33.17";"33,17";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"AN023";"ANUKA Vino. Гель для душа Солнечная сангрия, 400 мл";"ANUKA Vino. Гель для душа Солнечная сангрия, 400 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"21.8";"21,8";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"AN0034";"ANUKA Vino. Гель для умывания увлажняющий, 200 мл";"ANUKA Vino. Гель для умывания увлажняющий, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"35.1";"35,1";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"AN0032";"ANUKA Vino. Маска обновляющая, 75 мл";"ANUKA Vino. Маска обновляющая, 75 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"24.02";"24,02";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"AN0033";"ANUKA Vino. Маска питательная с белой глиной, 75 мл";"ANUKA Vino. Маска питательная с белой глиной, 75 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"24.68";"24,68";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"AN007";"ANUKA Антицеллюлитный горячий скраб для тела,250 мл";"ANUKA Антицеллюлитный горячий скраб для тела,250 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"85.6";"85,6";"2025-08-27T15:57:39";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"AN001";"ANUKA Крем для лица Lifting power. Лифтинг и сияние Для всех типов кожи, 50 мл";"ANUKA Крем для лица Lifting power. Лифтинг и сияние Для всех типов кожи, 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"51.65";"51,65";"2025-08-27T15:57:39";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"AN014";"ANUKA крем-баттер для тела ""Бергамот и лайм"", 200 мл";"ANUKA крем-баттер для тела ""Бергамот и лайм"", 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"62.97";"62,97";"2025-08-27T15:57:39";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"AN013";"ANUKA Крем-баттер для тела ""Дикие ягоды"", 200 мл";"ANUKA Крем-баттер для тела ""Дикие ягоды"", 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"66.27";"66,27";"2025-08-27T15:57:39";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"AN016";"ANUKA Крем-баттер для тела ""Кокос"", 200 мл";"ANUKA Крем-баттер для тела ""Кокос"", 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"66.28";"66,28";"2025-08-27T15:57:39";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"AN012";"ANUKA Крем-баттер для тела ""Летний букет"", 200 мл";"ANUKA Крем-баттер для тела ""Летний букет"", 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"66.27";"66,27";"2025-08-27T15:57:39";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"AN015";"ANUKA Крем-баттер для тела ""Свежий манго"", 200 мл";"ANUKA Крем-баттер для тела ""Свежий манго"", 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"66.28";"66,28";"2025-08-27T15:57:39";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"AN017";"ANUKA Крем-баттер для тела ""Сладкий персик"", 200 мл";"ANUKA Крем-баттер для тела ""Сладкий персик"", 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"60.07";"60,07";"2025-08-27T15:57:39";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"AN002";"ANUKA Крем-гель для лица Collagen booster. Для комбинированной и жирной кожи, 50 мл";"ANUKA Крем-гель для лица Collagen booster. Для комбинированной и жирной кожи, 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"57.28";"57,28";"2025-08-27T15:57:39";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"AN0036";"ANUKA Крем-гель для лица Skin Balance, 50 мл";"ANUKA Крем-гель для лица Skin Balance, 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"AN0026";"ANUKA Маска для лица Hyaluron active Ультраувлажнение и сияние, 75 мл";"ANUKA Маска для лица Hyaluron active Ультраувлажнение и сияние, 75 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"AN0035";"ANUKA Маска для лица Балансирующая Skin Balance, 75 мл";"ANUKA Маска для лица Балансирующая Skin Balance, 75 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"AN003";"ANUKA Ночной крем для лица Collagen booster. Для всех типов кожи, 50 мл";"ANUKA Ночной крем для лица Collagen booster. Для всех типов кожи, 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"41.11";"41,11";"2025-08-27T15:57:39";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"AN0031";"ANUKA Сыворотка для лица Skin Balance с ретинолом, 30 мл";"ANUKA Сыворотка для лица Skin Balance с ретинолом, 30 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"AN008";"ANUKA ТУБА Маска для лица Lifting power, 50 мл";"ANUKA ТУБА Маска для лица Lifting power, 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"17.95";"17,95";"2025-08-27T15:57:39";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"AN009";"ANUKA ТУБА Питательная маска для лица Collagen booster, 50 мл";"ANUKA ТУБА Питательная маска для лица Collagen booster, 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"22.2";"22,2";"2025-08-27T15:57:39";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"AM011";"AROMOTION  Крем-гель для душа №3,  460 мл";"AROMOTION  Крем-гель для душа №3,  460 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"AM018";"AROMOTION Love narcotic Крем-баттер парфюмированный, 200 мл + Скраб парфюмированный, 200 мл";"AROMOTION Love narcotic Крем-баттер парфюмированный, 200 мл + Скраб парфюмированный, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"GSS";"GSS"
"OK";"AM017";"AROMOTION Opium spirit Скраб парфюмированный, 200 мл + Крем для рук и тела парфюмированный, 300 мл";"AROMOTION Opium spirit Скраб парфюмированный, 200 мл + Крем для рук и тела парфюмированный, 300 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"GSS";"GSS"
"OK";"AM005";"AROMOTION Крем для рук и тела Ambroxan парфюмированный, 300 мл";"AROMOTION Крем для рук и тела Ambroxan парфюмированный, 300 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"111.11";"111,11";"2025-12-17T16:23:50";"СРАБОТКА";"СРАБОТКА";"GSS";"GSS"
"OK";"AM006";"AROMOTION Крем для рук и тела Black pepper парфюмированный, 300 мл";"AROMOTION Крем для рук и тела Black pepper парфюмированный, 300 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"97.54";"97,54";"2025-12-17T16:23:50";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"GSS";"GSS"
"OK";"AM007";"AROMOTION Крем для рук и тела Opium spirit парфюмированный, 300 мл";"AROMOTION Крем для рук и тела Opium spirit парфюмированный, 300 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"93.96";"93,96";"2025-12-17T16:23:50";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"GSS";"GSS"
"OK";"AM002";"AROMOTION Крем-баттер Cherry wave парфюмированный, 200 мл";"AROMOTION Крем-баттер Cherry wave парфюмированный, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"117.53";"117,53";"2025-12-17T16:23:50";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"GSS";"GSS"
"OK";"AM003";"AROMOTION Крем-баттер Love narcotic парфюмированный, 200 мл";"AROMOTION Крем-баттер Love narcotic парфюмированный, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"108.88";"108,88";"2025-12-17T16:23:50";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"GSS";"GSS"
"OK";"AM001";"AROMOTION Крем-баттер Peach avenue парфюмированный, 200 мл";"AROMOTION Крем-баттер Peach avenue парфюмированный, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"110.51";"110,51";"2025-12-17T16:23:50";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"GSS";"GSS"
"OK";"AM010";"AROMOTION Крем-гель для душа Ambroxan парфюмированный, 460 мл";"AROMOTION Крем-гель для душа Ambroxan парфюмированный, 460 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
