"Статус сверки";"Артикул";"Номенклатура Excel";"Номенклатура 1С";"Единица Excel";"Единица 1С";"Тип Excel";"Вид номенклатуры 1С";"Тип номенклатуры 1С";"Плановая цена Excel";"Плановая цена 1С";"Дата цены 1С";"Ассортимент Excel";"Ассортимент 1С";"Группировка бренда Excel";"Группировка бренда 1С"
"OK";"ZWPR101";"ZEITUN ТУБА Бальзам-кондиционер для волос с эффектом ламинирования ""Ритуал совершенства"" 30 мл";"ZEITUN ТУБА Бальзам-кондиционер для волос с эффектом ламинирования ""Ритуал совершенства"" 30 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";"0";"2022-01-18T00:00:00";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"ZWRV103";"ZEITUN ТУБА Бальзам-кондиционер для поврежденных волос ""Ритуал восстановления"" 30 мл";"ZEITUN ТУБА Бальзам-кондиционер для поврежденных волос ""Ритуал восстановления"" 30 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";"0";"2021-09-10T00:00:01";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0214";"ZEITUN ТУБА ББ-крем №2 нейтральный 10 мл";"ZEITUN ТУБА ББ-крем №2 нейтральный 10 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0229";"ZEITUN ТУБА Гель для умывания ""Ритуал увлажнения"", 30мл.";"ZEITUN ТУБА Гель для умывания ""Ритуал увлажнения"", 30мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0220";"ZEITUN ТУБА Гель для умывания LULU Энергетический для тусклой кожи с витамином С и мандарином 30 мл";"ZEITUN ТУБА Гель для умывания LULU Энергетический для тусклой кожи с витамином С и мандарином 30 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0219";"ZEITUN ТУБА Гель для умывания MASDAR Сахарный увлажняющий с гиалуроновой кислотой 30 мл";"ZEITUN ТУБА Гель для умывания MASDAR Сахарный увлажняющий с гиалуроновой кислотой 30 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0222";"ZEITUN ТУБА Гель-скраб для умывания Niqa 30 мл";"ZEITUN ТУБА Гель-скраб для умывания Niqa 30 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";"0";"2022-02-10T00:00:02";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"ZWAQ100";"ZEITUN ТУБА Гель-эксфолиант для душа ""Ритуал увлажнения"" с голубым лотосом и минералами, 30 мл.";"ZEITUN ТУБА Гель-эксфолиант для душа ""Ритуал увлажнения"" с голубым лотосом и минералами, 30 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0216";"ZEITUN ТУБА Дневной крем SAIDA разглаживающий. Филлер для зрелой кожи с 24K золотом 10 мл";"ZEITUN ТУБА Дневной крем SAIDA разглаживающий. Филлер для зрелой кожи с 24K золотом 10 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0225";"ZEITUN ТУБА Крем для рук ""Ритуал энергии"", 30мл.";"ZEITUN ТУБА Крем для рук ""Ритуал энергии"", 30мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0236";"ZEITUN ТУБА Крем для тела ""Ритуал восстановления"", 30мл";"ZEITUN ТУБА Крем для тела ""Ритуал восстановления"", 30мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0232";"ZEITUN ТУБА Крем-желе для лица ""Ритуал энергии"", 30мл.";"ZEITUN ТУБА Крем-желе для лица ""Ритуал энергии"", 30мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0226";"ZEITUN ТУБА Крем-скраб для рук ""Ритуал нежности"", 30мл.";"ZEITUN ТУБА Крем-скраб для рук ""Ритуал нежности"", 30мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0218";"ZEITUN ТУБА Крем-совершенство для лица LULU Для идеального тона лица, для обезвоженной и склонной к";"ZEITUN ТУБА Крем-совершенство для лица LULU Для идеального тона лица, для обезвоженной и склонной к";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";"0";"2021-08-12T00:00:02";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0231";"ZEITUN ТУБА Крем-сыворотка для лица ""Ритуал чистоты"", 30мл.";"ZEITUN ТУБА Крем-сыворотка для лица ""Ритуал чистоты"", 30мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0234";"ZEITUN ТУБА Крем-филлер ночной антивозрастной ""Ритуал восстановления"", 30мл.";"ZEITUN ТУБА Крем-филлер ночной антивозрастной ""Ритуал восстановления"", 30мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0227";"ZEITUN ТУБА Лосьон после бритья успокаивающий бесспиртовой, 30мл.";"ZEITUN ТУБА Лосьон после бритья успокаивающий бесспиртовой, 30мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0233";"ZEITUN ТУБА Маска ночная увлажняющая для лица ""Ритуал увлажнения"", 30мл.";"ZEITUN ТУБА Маска ночная увлажняющая для лица ""Ритуал увлажнения"", 30мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0230";"ZEITUN ТУБА Маска с фруктовыми кислотами ""Ритуал энергии"", 30мл.";"ZEITUN ТУБА Маска с фруктовыми кислотами ""Ритуал энергии"", 30мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"ZWRV104";"ZEITUN ТУБА Молочко для тела ""Ритуал восстановления"". Сияющее с аргановым маслом 30 мл";"ZEITUN ТУБА Молочко для тела ""Ритуал восстановления"". Сияющее с аргановым маслом 30 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";"0";"2021-09-10T00:00:01";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"ZWSE101";"ZEITUN ТУБА Молочко для тела ""Ритуал соблазна"". Сияющее с жасмином и натуральным афродизиаком 30 мл";"ZEITUN ТУБА Молочко для тела ""Ритуал соблазна"". Сияющее с жасмином и натуральным афродизиаком 30 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0221";"ZEITUN ТУБА Молочная пенка для умывания HUDU Нежная, для чувствительной кожи 30 мл";"ZEITUN ТУБА Молочная пенка для умывания HUDU Нежная, для чувствительной кожи 30 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0228";"ZEITUN ТУБА Очищающий гель 3-в-1 ""Ритуал чистоты"", 30мл.";"ZEITUN ТУБА Очищающий гель 3-в-1 ""Ритуал чистоты"", 30мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0235";"ZEITUN ТУБА Подтягивающее антицеллюлитное молочко для тела ""Ритуал Энергии"", 30мл.";"ZEITUN ТУБА Подтягивающее антицеллюлитное молочко для тела ""Ритуал Энергии"", 30мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0210";"ZEITUN ТУБА Сыворотка MASDAR, ультра-увлажнение для лица MASDAR с гиалуроновой кислотой 5 мл";"ZEITUN ТУБА Сыворотка MASDAR, ультра-увлажнение для лица MASDAR с гиалуроновой кислотой 5 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0213";"ZEITUN ТУБА Сыворотка для глаз DARA Против отеков и первых морщин 5 мл";"ZEITUN ТУБА Сыворотка для глаз DARA Против отеков и первых морщин 5 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"32.51";"32,51";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"GSS";"GSS"
"OK";"Z0212";"ZEITUN ТУБА Сыворотка с 24-каратным золотом Лифтинг-эссенция SAIDA для зрелой кожи 5 мл";"ZEITUN ТУБА Сыворотка с 24-каратным золотом Лифтинг-эссенция SAIDA для зрелой кожи 5 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0211";"ZEITUN ТУБА Сыворотка с АНА-кислотами. Ежедневный пилинг для лица LULU с натуральными кислотами 5 мл";"ZEITUN ТУБА Сыворотка с АНА-кислотами. Ежедневный пилинг для лица LULU с натуральными кислотами 5 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0224";"ZEITUN ТУБА Флюид для лица дневной с эффектом сияния LULU (оттенок Золотое Сияние), 10 мл";"ZEITUN ТУБА Флюид для лица дневной с эффектом сияния LULU (оттенок Золотое Сияние), 10 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0223";"ZEITUN ТУБА Флюид дневной матирующий Niqa 10 мл";"ZEITUN ТУБА Флюид дневной матирующий Niqa 10 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";"0";"2021-09-10T00:00:00";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"ZWPR100";"ZEITUN ТУБА Шампунь для волос с эффектом ламинирования ""Ритуал совершенства"" 30 мл";"ZEITUN ТУБА Шампунь для волос с эффектом ламинирования ""Ритуал совершенства"" 30 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"ZWRV102";"ZEITUN ТУБА Шампунь для поврежденных волос. ""Ритуал восстановления"" 30 мл";"ZEITUN ТУБА Шампунь для поврежденных волос. ""Ритуал восстановления"" 30 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";"0";"2021-09-10T00:00:01";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0215";"ZEITUN ТУБА Эмульсия MASDAR для лица легкая дневная увлажняющая, 10 мл";"ZEITUN ТУБА Эмульсия MASDAR для лица легкая дневная увлажняющая, 10 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0278";"ZEITUN Увлажняющая маска для лица Oasis Elixir, 50 мл";"ZEITUN Увлажняющая маска для лица Oasis Elixir, 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z6206";"ZEITUN Увлажняющая сыворотка, ультра-увлажнение для лица MASDAR с гиалуроновой кислотой, 30мл.";"ZEITUN Увлажняющая сыворотка, ультра-увлажнение для лица MASDAR с гиалуроновой кислотой, 30мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0281";"ZEITUN Увлажняющий дневной крем для лица с SPF 15 Retinol Collection, 50 мл";"ZEITUN Увлажняющий дневной крем для лица с SPF 15 Retinol Collection, 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"171.54";"171,54";"2025-12-17T16:23:50";"СРАБОТКА";"СРАБОТКА";"GSS";"GSS"
"OK";"Z0283";"ZEITUN Увлажняющий дневной крем для лица с SPF 15 Retinol Collection, 50 мл и Омолаживающая сыворотка для лица Retinol Collection, 30 мл";"ZEITUN Увлажняющий дневной крем для лица с SPF 15 Retinol Collection, 50 мл и Омолаживающая сыворотка для лица Retinol Collection, 30 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"349.49";"349,49";"2025-12-17T16:23:50";"СРАБОТКА";"СРАБОТКА";"GSS";"GSS"
"OK";"Z0282";"ZEITUN Увлажняющий дневной крем для лица с SPF 15 Retinol Collection, 50 мл и Омолаживающий ночной крем для лица Retinol Collection, 50 мл";"ZEITUN Увлажняющий дневной крем для лица с SPF 15 Retinol Collection, 50 мл и Омолаживающий ночной крем для лица Retinol Collection, 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"394.42";"394,42";"2025-12-17T16:23:50";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"GSS";"GSS"
"OK";"Z1605";"ZEITUN Увлажняющий крем для рук и ногтей ""Белый мускус и лотос"". С гиалуроновой кислотой, 30мл.";"ZEITUN Увлажняющий крем для рук и ногтей ""Белый мускус и лотос"". С гиалуроновой кислотой, 30мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"ZM401";"ZEITUN Увлажняющий крем. Восстанавливающий для лица, рук и тела для мужчин. С маслом бабассу, 55 мл";"ZEITUN Увлажняющий крем. Восстанавливающий для лица, рук и тела для мужчин. С маслом бабассу, 55 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"112.91";"112,91";"2025-12-17T16:23:50";"СРАБОТКА";"СРАБОТКА";"GSS";"GSS"
"OK";"Z6239";"ZEITUN Ультра-увлажняющая сыворотка для лица MASDAR с гиалуроновой кислотой, 10 мл ПРОМО";"ZEITUN Ультра-увлажняющая сыворотка для лица MASDAR с гиалуроновой кислотой, 10 мл ПРОМО";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"Основной ассортимент";"Основной ассортимент";"GSS";"GSS"
"OK";"Z6284";"ZEITUN Успокаивающая сыворотка HUDU для чувствительной кожи лица, 10 мл ПРОМО";"ZEITUN Успокаивающая сыворотка HUDU для чувствительной кожи лица, 10 мл ПРОМО";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z6205";"ZEITUN Успокаивающая сыворотка HUDU для чувствительной кожи лица, 30мл.";"ZEITUN Успокаивающая сыворотка HUDU для чувствительной кожи лица, 30мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";"0";"2021-09-09T00:00:01";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z2952";"ZEITUN Успокаивающая увлажняющая фито-маска для лица";"ZEITUN Успокаивающая увлажняющая фито-маска для лица";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0460";"ZEITUN Успокаивающее молочко после загара для лица и тела Sunguard 100 мл";"ZEITUN Успокаивающее молочко после загара для лица и тела Sunguard 100 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"НОВИНКА";"НОВИНКА";"GSS";"GSS"
"OK";"ZWIN004";"ZEITUN Успокаивающий гель для интимной гигиены 200 мл";"ZEITUN Успокаивающий гель для интимной гигиены 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"GSS";"GSS"
"OK";"Z1473";"ZEITUN Успокаивающий лосьон для тела ""Чабрец и лаванда"". После загара и депиляции, 200мл.";"ZEITUN Успокаивающий лосьон для тела ""Чабрец и лаванда"". После загара и депиляции, 200мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z4341";"ZEITUN Фито шампунь 2 в 1 для мужчин. С женьшенем и дубовой корой, 250мл.";"ZEITUN Фито шампунь 2 в 1 для мужчин. С женьшенем и дубовой корой, 250мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z4361";"ZEITUN Фито-бальзам восстанавливающий для сильно поврежденных волос, 200 мл";"ZEITUN Фито-бальзам восстанавливающий для сильно поврежденных волос, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";"0";"2021-09-09T00:00:04";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z4366";"ZEITUN Фито-бальзам для ослабленных волос против выпадения. С облепихой, 200мл.";"ZEITUN Фито-бальзам для ослабленных волос против выпадения. С облепихой, 200мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";"0";"2021-09-09T00:00:04";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z4367";"ZEITUN Фито-бальзам для придания густоты и обьема волосам. С ассирийской рожью и хмелем, 200мл.";"ZEITUN Фито-бальзам для придания густоты и обьема волосам. С ассирийской рожью и хмелем, 200мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";"0";"2022-02-10T00:00:02";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z4362";"ZEITUN Фито-бальзам увлажняющий для сухих, жестких и кудрявых волос. С эфиопской розой и льном,200мл";"ZEITUN Фито-бальзам увлажняющий для сухих, жестких и кудрявых волос. С эфиопской розой и льном,200мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";"0";"2021-09-09T00:00:01";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z4378";"ZEITUN Фито-маска восстанавливающая с амлой, 250 мл";"ZEITUN Фито-маска восстанавливающая с амлой, 250 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z4372";"ZEITUN Фито-маска для роста волос разогревающая с экстрактом перца, 250 мл";"ZEITUN Фито-маска для роста волос разогревающая с экстрактом перца, 250 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"112.08";"112,08";"2025-12-17T16:23:50";"СРАБОТКА";"СРАБОТКА";"GSS";"GSS"
"OK";"Z2957";"ZEITUN Фито-маска пилинг улучшающая цвет лица";"ZEITUN Фито-маска пилинг улучшающая цвет лица";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z4375";"ZEITUN Фито-маска укрепляющая против выпадения волос с маслом черного тмина, 250 мл";"ZEITUN Фито-маска укрепляющая против выпадения волос с маслом черного тмина, 250 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"114";"114";"2025-12-17T16:23:50";"СРАБОТКА";"СРАБОТКА";"GSS";"GSS"
"OK";"Z4377";"ZEITUN Фито-шампунь восстанавливающий с амлой, 200 мл";"ZEITUN Фито-шампунь восстанавливающий с амлой, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z4340";"ZEITUN Фито-шампунь для волос для предотвращения преждевременной седины, 200мл.";"ZEITUN Фито-шампунь для волос для предотвращения преждевременной седины, 200мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";"0";"2021-09-09T00:00:07";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z4332";"ZEITUN Фито-шампунь для волос укрепляющий для густоты и силы. С коноплей и ассирийской рожью, 200мл.";"ZEITUN Фито-шампунь для волос укрепляющий для густоты и силы. С коноплей и ассирийской рожью, 200мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";"0";"2022-02-10T00:00:02";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z4379";"ZEITUN Фито-шампунь для жирных волос и волос, склонных к образованию перхоти, с серой и цинком,200мл";"ZEITUN Фито-шампунь для жирных волос и волос, склонных к образованию перхоти, с серой и цинком,200мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z4339";"ZEITUN Фито-шампунь для ослабленных волос против выпадения. С молочной сывороткой, 200мл.";"ZEITUN Фито-шампунь для ослабленных волос против выпадения. С молочной сывороткой, 200мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";"0";"2022-02-10T00:00:02";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z4371";"ZEITUN Фито-шампунь для роста волос с маслом усьмы, 250 мл.";"ZEITUN Фито-шампунь для роста волос с маслом усьмы, 250 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"120.64";"120,64";"2025-12-17T16:23:50";"СРАБОТКА";"СРАБОТКА";"GSS";"GSS"
"OK";"Z4331";"ZEITUN Фито-шампунь для сильно поврежденных волос, 200 мл";"ZEITUN Фито-шампунь для сильно поврежденных волос, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";"0";"2021-09-09T00:00:01";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z4333";"ZEITUN Фито-шампунь увлажняющий для сухих, жестких и кудрявых волос, 200 мл";"ZEITUN Фито-шампунь увлажняющий для сухих, жестких и кудрявых волос, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";"0";"2022-02-10T00:00:02";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z4374";"ZEITUN Фито-шампунь укрепляющий против выпадения волос с маслом черного тмина, 250 мл.";"ZEITUN Фито-шампунь укрепляющий против выпадения волос с маслом черного тмина, 250 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"132";"132";"2025-12-17T16:23:50";"СРАБОТКА";"СРАБОТКА";"GSS";"GSS"
"OK";"Z6243";"ZEITUN Флюид для лица дневной с эффектом сияния LULU (оттенок Золотое Сияние), 50 мл";"ZEITUN Флюид для лица дневной с эффектом сияния LULU (оттенок Золотое Сияние), 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"GSS";"GSS"
"OK";"Z6230";"ZEITUN Флюид для лица дневной с эффектом сияния LULU (оттенок Розовое Cияние), 50 мл";"ZEITUN Флюид для лица дневной с эффектом сияния LULU (оттенок Розовое Cияние), 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"242.99";"242,99";"2025-12-17T16:23:50";"СРАБОТКА";"СРАБОТКА";"GSS";"GSS"
"OK";"Z6229";"ZEITUN Флюид дневной матирующий NIQA. Без масел для комбинированной и жирной кожи. 50мл";"ZEITUN Флюид дневной матирующий NIQA. Без масел для комбинированной и жирной кожи. 50мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";"0";"2022-01-03T00:00:11";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z6602";"ZEITUN Хна темная с басмой натуральная краска для волос 300гр.";"ZEITUN Хна темная с басмой натуральная краска для волос 300гр.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"496.99";"496,99";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"GSS";"GSS"
"OK";"Z6603";"ZEITUN Хна традиционная бесцветная укрепляющая маска для волос 300гр.";"ZEITUN Хна традиционная бесцветная укрепляющая маска для волос 300гр.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z6601";"ZEITUN Хна традиционная красная. Рыжая натуральная краска для волос, 300 г";"ZEITUN Хна традиционная красная. Рыжая натуральная краска для волос, 300 г";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"446.09";"446,09";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"GSS";"GSS"
"OK";"Z1206";"ZEITUN Целительное марокканское мыло Бельди ""Черный тмин"" для всех типов кожи, 250 мл";"ZEITUN Целительное марокканское мыло Бельди ""Черный тмин"" для всех типов кожи, 250 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"161.06";"161,06";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"GSS";"GSS"
"OK";"Z1474";"ZEITUN Чувственный смягчающий лосьон для тела ""Бергамот и амбра"", 200мл.";"ZEITUN Чувственный смягчающий лосьон для тела ""Бергамот и амбра"", 200мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"ZC001";"ZEITUN Шампунь для волос ""Diamond Shine"", 250 мл.";"ZEITUN Шампунь для волос ""Diamond Shine"", 250 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"ZC004";"ZEITUN Шампунь для волос ""Ruby Vitality"", 250 мл.";"ZEITUN Шампунь для волос ""Ruby Vitality"", 250 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0512";"ZEITUN Шампунь для волос ""Балансирующий"", 250 мл";"ZEITUN Шампунь для волос ""Балансирующий"", 250 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0517";"ZEITUN Шампунь для волос ""Гладкость и блеск"". Для тусклых, непослушных волос. С шелком и розой,250мл";"ZEITUN Шампунь для волос ""Гладкость и блеск"". Для тусклых, непослушных волос. С шелком и розой,250мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"Z0515";"ZEITUN Шампунь для волос ""Здоровье и свежесть"". Для жирных волос. С экстрактом мирры, 250мл.";"ZEITUN Шампунь для волос ""Здоровье и свежесть"". Для жирных волос. С экстрактом мирры, 250мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"GSS";"GSS"
"OK";"Z0514";"ZEITUN Шампунь для волос ""Комплексный уход для здоровья кожи головы"". С прополисом и амлой, 250мл.";"ZEITUN Шампунь для волос ""Комплексный уход для здоровья кожи головы"". С прополисом и амлой, 250мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"GSS";"GSS"
"OK";"Z0513";"ZEITUN Шампунь для волос ""Магия черного тмина"", 250 мл";"ZEITUN Шампунь для волос ""Магия черного тмина"", 250 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"93.86";"93,86";"2025-12-17T16:23:50";"СРАБОТКА";"СРАБОТКА";"GSS";"GSS"
